id,brandid,istestaccount,username,lockoutenddate,currencyid,languageid,status,blacklisted,isdeleted,islocked,isdormant,blockeddepositenddate,blockedwithdrawalsenddate,verificationvector,playerexcludedstatus,firstname,middlename,lastname,birthdate,risks,gender,promocode,sendsms,sendmail,sportstatusid,updateddate,createddate,creationtime,playerrgsid
1499,1,False,user_1499,,EUR,en,4,True,True,False,True,,,203,3,First1499,Middle1499,Last1499,1991-01-04,4,0,PROMO99,0,1,5,2025-06-12 19:42:00.901484,2024-08-12 19:42:00.901485,2025-03-30 19:42:00.901488,549
1500,1,True,user_1500,,AMD,ru,3,False,False,True,False,,,100,4,First1500,Middle1500,Last1500,2006-02-07,8,1,PROMO0,1,0,5,2025-06-12 19:42:00.901515,2022-10-02 19:42:00.901516,2023-08-24 19:42:00.901519,836
1501,3,False,user_1501,,AMD,ru,3,True,True,True,False,,,110,3,First1501,Middle1501,Last1501,2010-06-16,1,0,PROMO1,1,0,3,2025-06-12 19:42:00.901545,2024-05-06 19:42:00.901545,2022-10-06 19:42:00.901549,669
1502,8,False,user_1502,,USD,en,2,False,False,True,True,,,106,0,First1502,Middle1502,Last1502,1990-08-25,9,0,PROMO2,1,1,2,2025-06-12 19:42:00.901579,2025-05-11 19:42:00.901580,2023-05-14 19:42:00.901583,971
1503,9,True,user_1503,,AMD,en,3,True,False,True,True,,,56,0,First1503,Middle1503,Last1503,2011-02-28,9,0,PROMO3,0,0,4,2025-06-12 19:42:00.901611,2024-10-20 19:42:00.901612,2023-06-10 19:42:00.901615,438
1504,6,False,user_1504,,AMD,ru,2,True,True,False,True,,,3,0,First1504,Middle1504,Last1504,2010-02-24,1,1,PROMO4,0,1,3,2025-06-12 19:42:00.901641,2023-02-14 19:42:00.901642,2023-07-24 19:42:00.901645,72
1505,7,True,user_1505,,EUR,hy,4,True,False,False,True,,,80,4,First1505,Middle1505,Last1505,2004-09-05,6,1,PROMO5,0,0,1,2025-06-12 19:42:00.901671,2022-10-07 19:42:00.901672,2024-06-05 19:42:00.901676,907
1506,2,True,user_1506,,AMD,en,5,False,False,True,True,,,219,1,First1506,Middle1506,Last1506,1999-05-01,1,0,PROMO6,0,1,1,2025-06-12 19:42:00.901706,2024-03-07 19:42:00.901707,2025-01-26 19:42:00.901710,133
1507,4,False,user_1507,,USD,en,5,True,True,True,False,,,72,5,First1507,Middle1507,Last1507,2002-04-27,4,1,PROMO7,1,0,5,2025-06-12 19:42:00.901743,2025-02-15 19:42:00.901744,2024-03-24 19:42:00.901748,786
1508,10,True,user_1508,,AMD,en,5,True,False,False,True,,,63,3,First1508,Middle1508,Last1508,2009-02-14,10,1,PROMO8,1,1,1,2025-06-12 19:42:00.901774,2024-10-01 19:42:00.901775,2024-11-13 19:42:00.901779,879
1509,1,False,user_1509,,EUR,ru,3,True,True,False,True,,,223,3,First1509,Middle1509,Last1509,2001-11-02,10,1,PROMO9,0,0,5,2025-06-12 19:42:00.901804,2024-08-22 19:42:00.901805,2024-08-19 19:42:00.901808,808
1510,6,True,user_1510,,USD,ru,1,False,False,False,True,,,211,5,First1510,Middle1510,Last1510,1997-08-16,9,0,PROMO10,0,1,1,2025-06-12 19:42:00.901835,2025-02-11 19:42:00.901836,2024-06-10 19:42:00.901839,7
1511,6,True,user_1511,,AMD,hy,4,False,True,True,True,,,168,1,First1511,Middle1511,Last1511,2004-11-12,6,0,PROMO11,0,0,2,2025-06-12 19:42:00.901868,2023-08-06 19:42:00.901869,2023-03-23 19:42:00.901872,566
1512,1,False,user_1512,,AMD,hy,2,False,False,False,True,,,179,2,First1512,Middle1512,Last1512,1992-07-27,5,1,PROMO12,1,0,3,2025-06-12 19:42:00.901903,2023-05-10 19:42:00.901904,2023-01-03 19:42:00.901907,693
1513,4,False,user_1513,,USD,en,1,True,False,True,False,,,163,4,First1513,Middle1513,Last1513,2009-07-13,3,1,PROMO13,1,0,4,2025-06-12 19:42:00.901934,2025-05-02 19:42:00.901934,2024-10-29 19:42:00.901938,85
1514,8,False,user_1514,,AMD,hy,1,True,True,False,False,,,3,5,First1514,Middle1514,Last1514,2016-08-07,8,0,PROMO14,1,0,3,2025-06-12 19:42:00.901966,2023-02-17 19:42:00.901966,2022-12-03 19:42:00.901970,135
1515,3,True,user_1515,,EUR,hy,3,False,False,True,True,,,166,5,First1515,Middle1515,Last1515,2005-10-26,10,1,PROMO15,1,1,4,2025-06-12 19:42:00.901996,2024-01-22 19:42:00.901997,2023-10-08 19:42:00.902000,622
1516,2,True,user_1516,,AMD,en,4,True,True,False,False,,,239,3,First1516,Middle1516,Last1516,1996-05-28,8,1,PROMO16,1,0,1,2025-06-12 19:42:00.902027,2024-05-10 19:42:00.902027,2025-06-12 19:42:00.902031,563
1517,10,False,user_1517,,AMD,hy,4,True,True,False,True,,,92,0,First1517,Middle1517,Last1517,1999-03-15,4,1,PROMO17,1,0,1,2025-06-12 19:42:00.902060,2022-11-18 19:42:00.902061,2024-01-03 19:42:00.902065,201
1518,5,False,user_1518,,EUR,hy,1,True,True,True,False,,,143,3,First1518,Middle1518,Last1518,1994-09-30,2,0,PROMO18,1,0,4,2025-06-12 19:42:00.902142,2025-02-25 19:42:00.902143,2023-09-03 19:42:00.902147,929
1519,6,False,user_1519,,USD,en,2,False,False,True,False,,,203,4,First1519,Middle1519,Last1519,1994-09-15,9,1,PROMO19,0,1,4,2025-06-12 19:42:00.902175,2023-06-30 19:42:00.902176,2024-10-07 19:42:00.902179,53
1520,10,True,user_1520,,AMD,en,4,True,False,False,False,,,141,2,First1520,Middle1520,Last1520,2010-10-01,5,1,PROMO20,1,0,1,2025-06-12 19:42:00.902206,2024-03-07 19:42:00.902207,2024-04-26 19:42:00.902211,596
1521,3,False,user_1521,,USD,ru,3,False,True,False,False,,,181,4,First1521,Middle1521,Last1521,1994-11-23,7,0,PROMO21,1,0,3,2025-06-12 19:42:00.902234,2023-10-28 19:42:00.902235,2023-08-15 19:42:00.902238,942
1522,9,True,user_1522,,AMD,hy,3,True,False,False,False,,,160,3,First1522,Middle1522,Last1522,2012-10-04,4,1,PROMO22,1,1,5,2025-06-12 19:42:00.902261,2025-03-31 19:42:00.902262,2024-05-21 19:42:00.902265,489
1523,9,False,user_1523,,USD,ru,1,False,True,True,False,,,50,5,First1523,Middle1523,Last1523,2010-11-26,8,1,PROMO23,0,0,3,2025-06-12 19:42:00.902290,2023-08-09 19:42:00.902291,2025-05-17 19:42:00.902292,658
1524,1,False,user_1524,,AMD,hy,2,False,True,True,True,,,101,5,First1524,Middle1524,Last1524,2012-06-23,6,1,PROMO24,0,0,2,2025-06-12 19:42:00.902305,2024-04-20 19:42:00.902306,2023-10-26 19:42:00.902308,602
1525,10,False,user_1525,,USD,hy,3,True,True,True,True,,,70,5,First1525,Middle1525,Last1525,2007-08-12,6,0,PROMO25,0,1,2,2025-06-12 19:42:00.902321,2024-07-26 19:42:00.902321,2023-07-02 19:42:00.902323,688
1526,6,True,user_1526,,EUR,hy,4,True,False,True,True,,,71,1,First1526,Middle1526,Last1526,2001-01-08,5,1,PROMO26,1,0,3,2025-06-12 19:42:00.902336,2024-04-04 19:42:00.902337,2023-03-24 19:42:00.902338,628
1527,6,True,user_1527,,AMD,en,3,False,False,False,False,,,21,1,First1527,Middle1527,Last1527,1991-08-26,1,1,PROMO27,0,1,3,2025-06-12 19:42:00.902361,2025-03-29 19:42:00.902362,2024-11-25 19:42:00.902365,429
1528,5,False,user_1528,,EUR,hy,3,False,False,True,True,,,55,4,First1528,Middle1528,Last1528,2015-04-15,4,0,PROMO28,0,1,1,2025-06-12 19:42:00.902393,2023-02-01 19:42:00.902394,2024-04-10 19:42:00.902396,333
1529,1,False,user_1529,,AMD,ru,1,True,True,True,True,,,13,2,First1529,Middle1529,Last1529,2007-04-29,5,1,PROMO29,1,1,2,2025-06-12 19:42:00.902410,2023-07-26 19:42:00.902410,2025-06-08 19:42:00.902412,960
1530,5,False,user_1530,,EUR,ru,3,False,True,True,False,,,108,5,First1530,Middle1530,Last1530,2004-12-06,7,0,PROMO30,1,1,4,2025-06-12 19:42:00.902425,2023-04-18 19:42:00.902426,2023-12-09 19:42:00.902427,621
1531,5,True,user_1531,,USD,hy,2,False,False,True,True,,,134,5,First1531,Middle1531,Last1531,2008-06-09,1,0,PROMO31,0,0,4,2025-06-12 19:42:00.902443,2023-11-11 19:42:00.902443,2024-05-22 19:42:00.902445,739
1532,3,False,user_1532,,AMD,en,2,True,True,True,False,,,191,2,First1532,Middle1532,Last1532,1991-01-18,7,0,PROMO32,1,0,4,2025-06-12 19:42:00.902463,2023-08-24 19:42:00.902464,2022-10-25 19:42:00.902467,938
1533,8,True,user_1533,,AMD,en,3,True,True,True,True,,,106,4,First1533,Middle1533,Last1533,1999-05-14,5,1,PROMO33,0,1,4,2025-06-12 19:42:00.902485,2023-10-08 19:42:00.902486,2024-02-11 19:42:00.902487,916
1534,3,True,user_1534,,EUR,en,1,True,True,True,True,,,80,4,First1534,Middle1534,Last1534,2006-12-14,10,0,PROMO34,0,0,3,2025-06-12 19:42:00.902505,2024-10-26 19:42:00.902506,2025-05-18 19:42:00.902507,492
1535,2,True,user_1535,,USD,ru,1,True,True,True,True,,,237,3,First1535,Middle1535,Last1535,2002-07-20,3,1,PROMO35,0,1,3,2025-06-12 19:42:00.902521,2023-09-16 19:42:00.902521,2023-11-17 19:42:00.902523,332
1536,8,False,user_1536,,USD,hy,2,True,False,True,True,,,81,5,First1536,Middle1536,Last1536,2013-04-05,1,0,PROMO36,0,1,5,2025-06-12 19:42:00.902536,2023-11-24 19:42:00.902537,2025-04-19 19:42:00.902538,924
1537,5,False,user_1537,,EUR,hy,4,False,False,True,False,,,251,3,First1537,Middle1537,Last1537,1990-08-04,10,1,PROMO37,0,1,3,2025-06-12 19:42:00.902558,2024-03-19 19:42:00.902558,2025-01-04 19:42:00.902562,712
1538,5,False,user_1538,,USD,ru,4,True,False,False,False,,,240,3,First1538,Middle1538,Last1538,2014-07-23,9,1,PROMO38,0,1,1,2025-06-12 19:42:00.902575,2023-03-06 19:42:00.902575,2023-06-30 19:42:00.902577,716
1539,10,False,user_1539,,EUR,ru,4,False,False,True,False,,,44,1,First1539,Middle1539,Last1539,2013-01-20,9,1,PROMO39,0,1,2,2025-06-12 19:42:00.902601,2024-04-30 19:42:00.902602,2023-12-26 19:42:00.902605,63
1540,10,True,user_1540,,AMD,en,4,True,False,False,True,,,224,0,First1540,Middle1540,Last1540,1990-01-22,6,0,PROMO40,1,0,5,2025-06-12 19:42:00.902628,2022-10-22 19:42:00.902628,2024-04-04 19:42:00.902631,35
1541,6,False,user_1541,,AMD,hy,4,True,True,True,False,,,193,2,First1541,Middle1541,Last1541,2011-03-04,10,1,PROMO41,0,0,4,2025-06-12 19:42:00.902654,2023-10-25 19:42:00.902655,2023-12-24 19:42:00.902658,196
1542,2,True,user_1542,,EUR,en,5,False,True,False,False,,,42,3,First1542,Middle1542,Last1542,1990-10-23,2,0,PROMO42,1,0,5,2025-06-12 19:42:00.902683,2024-03-19 19:42:00.902684,2025-06-10 19:42:00.902687,954
1543,2,False,user_1543,,USD,hy,5,False,False,True,False,,,87,0,First1543,Middle1543,Last1543,2011-07-06,8,0,PROMO43,0,1,3,2025-06-12 19:42:00.902711,2025-04-14 19:42:00.902712,2024-08-25 19:42:00.902715,232
1544,4,False,user_1544,,AMD,hy,3,False,False,False,True,,,150,3,First1544,Middle1544,Last1544,1993-09-25,1,1,PROMO44,0,0,1,2025-06-12 19:42:00.902743,2022-11-07 19:42:00.902744,2023-02-15 19:42:00.902748,585
1545,1,True,user_1545,,AMD,ru,1,True,False,False,True,,,90,0,First1545,Middle1545,Last1545,2006-09-12,1,0,PROMO45,1,1,5,2025-06-12 19:42:00.902772,2024-02-14 19:42:00.902773,2024-12-27 19:42:00.902776,703
1546,4,True,user_1546,,USD,en,1,True,False,False,False,,,137,5,First1546,Middle1546,Last1546,2010-09-01,6,0,PROMO46,1,1,5,2025-06-12 19:42:00.902801,2023-01-07 19:42:00.902802,2023-05-08 19:42:00.902805,463
1547,5,False,user_1547,,USD,ru,2,False,False,True,True,,,144,0,First1547,Middle1547,Last1547,2008-02-22,5,0,PROMO47,1,0,4,2025-06-12 19:42:00.902828,2024-08-18 19:42:00.902829,2025-05-03 19:42:00.902832,964
1548,6,True,user_1548,,USD,en,4,True,False,False,False,,,229,3,First1548,Middle1548,Last1548,2013-12-08,2,1,PROMO48,0,1,3,2025-06-12 19:42:00.902860,2024-01-21 19:42:00.902861,2023-04-19 19:42:00.902864,91
1549,8,False,user_1549,,AMD,hy,1,False,False,False,True,,,140,2,First1549,Middle1549,Last1549,2016-05-21,10,0,PROMO49,0,0,3,2025-06-12 19:42:00.902886,2024-01-14 19:42:00.902887,2024-04-28 19:42:00.902890,176
1550,5,True,user_1550,,AMD,ru,4,False,False,False,True,,,223,1,First1550,Middle1550,Last1550,1998-03-12,5,1,PROMO50,0,1,2,2025-06-12 19:42:00.902917,2022-09-19 19:42:00.902917,2024-03-18 19:42:00.902920,755
1551,10,True,user_1551,,USD,en,1,True,False,True,False,,,210,5,First1551,Middle1551,Last1551,2009-01-12,9,1,PROMO51,0,0,1,2025-06-12 19:42:00.902945,2024-10-07 19:42:00.902945,2024-06-12 19:42:00.902948,847
1552,10,False,user_1552,,USD,hy,2,True,False,True,False,,,4,0,First1552,Middle1552,Last1552,1997-01-03,3,1,PROMO52,1,0,3,2025-06-12 19:42:00.902976,2023-09-21 19:42:00.902977,2022-09-25 19:42:00.902980,972
1553,8,True,user_1553,,USD,ru,3,False,True,False,True,,,72,0,First1553,Middle1553,Last1553,2002-08-24,8,1,PROMO53,1,1,3,2025-06-12 19:42:00.903006,2024-05-13 19:42:00.903006,2025-06-07 19:42:00.903009,302
1554,3,True,user_1554,,EUR,en,4,False,False,True,True,,,134,3,First1554,Middle1554,Last1554,1993-07-10,8,0,PROMO54,1,1,5,2025-06-12 19:42:00.903033,2025-04-25 19:42:00.903034,2023-03-07 19:42:00.903037,278
1555,6,True,user_1555,,AMD,en,4,False,False,False,False,,,240,2,First1555,Middle1555,Last1555,2003-02-25,5,1,PROMO55,1,1,3,2025-06-12 19:42:00.903074,2022-09-27 19:42:00.903074,2025-04-03 19:42:00.903077,242
1556,5,True,user_1556,,USD,hy,2,True,False,True,False,,,222,1,First1556,Middle1556,Last1556,2010-05-09,6,0,PROMO56,0,1,4,2025-06-12 19:42:00.903102,2022-12-08 19:42:00.903103,2024-09-30 19:42:00.903106,529
1557,10,True,user_1557,,USD,en,3,False,False,False,True,,,216,5,First1557,Middle1557,Last1557,2005-09-04,7,0,PROMO57,0,1,4,2025-06-12 19:42:00.903129,2023-11-23 19:42:00.903130,2023-03-13 19:42:00.903133,412
1558,3,True,user_1558,,AMD,en,1,False,True,False,False,,,129,4,First1558,Middle1558,Last1558,1991-05-11,6,0,PROMO58,0,1,1,2025-06-12 19:42:00.903157,2025-01-29 19:42:00.903158,2023-06-20 19:42:00.903161,134
1559,8,False,user_1559,,USD,en,1,True,False,True,False,,,34,4,First1559,Middle1559,Last1559,2008-07-25,3,1,PROMO59,1,1,3,2025-06-12 19:42:00.903192,2024-04-10 19:42:00.903193,2024-12-02 19:42:00.903196,883
1560,2,True,user_1560,,USD,hy,1,True,True,False,True,,,249,4,First1560,Middle1560,Last1560,1992-02-18,7,1,PROMO60,0,1,3,2025-06-12 19:42:00.903227,2024-06-22 19:42:00.903228,2023-09-14 19:42:00.903235,883
1561,9,False,user_1561,,AMD,ru,4,True,False,False,False,,,151,0,First1561,Middle1561,Last1561,2013-06-15,1,0,PROMO61,0,1,2,2025-06-12 19:42:00.903261,2025-03-27 19:42:00.903262,2022-10-26 19:42:00.903265,176
1562,9,False,user_1562,,EUR,hy,1,False,False,False,False,,,89,4,First1562,Middle1562,Last1562,2012-06-30,3,1,PROMO62,1,0,3,2025-06-12 19:42:00.903292,2025-01-06 19:42:00.903293,2025-04-28 19:42:00.903296,249
1563,2,True,user_1563,,AMD,en,5,False,True,True,True,,,81,0,First1563,Middle1563,Last1563,1999-05-01,7,1,PROMO63,1,1,2,2025-06-12 19:42:00.903325,2023-03-29 19:42:00.903325,2024-03-16 19:42:00.903328,952
1564,8,False,user_1564,,USD,ru,5,False,True,False,True,,,236,5,First1564,Middle1564,Last1564,2006-12-27,1,0,PROMO64,0,0,5,2025-06-12 19:42:00.903354,2022-11-21 19:42:00.903355,2024-02-04 19:42:00.903358,460
1565,9,True,user_1565,,EUR,ru,1,True,False,True,True,,,113,2,First1565,Middle1565,Last1565,2005-07-25,6,1,PROMO65,0,1,4,2025-06-12 19:42:00.903384,2024-12-17 19:42:00.903385,2024-11-27 19:42:00.903389,977
1566,3,False,user_1566,,EUR,hy,1,True,False,False,True,,,173,4,First1566,Middle1566,Last1566,2005-12-28,10,1,PROMO66,0,0,2,2025-06-12 19:42:00.903420,2023-04-10 19:42:00.903421,2024-02-25 19:42:00.903424,226
1567,3,True,user_1567,,AMD,ru,4,True,False,True,False,,,21,5,First1567,Middle1567,Last1567,1996-11-01,6,1,PROMO67,1,1,4,2025-06-12 19:42:00.903448,2023-12-27 19:42:00.903449,2023-10-03 19:42:00.903453,744
1568,4,False,user_1568,,EUR,hy,1,False,True,True,False,,,244,4,First1568,Middle1568,Last1568,2014-02-09,2,1,PROMO68,1,1,4,2025-06-12 19:42:00.903480,2023-01-04 19:42:00.903481,2023-08-22 19:42:00.903484,472
1569,4,False,user_1569,,EUR,ru,5,True,False,False,False,,,220,3,First1569,Middle1569,Last1569,2000-03-28,4,0,PROMO69,0,0,2,2025-06-12 19:42:00.903516,2024-08-26 19:42:00.903517,2023-12-03 19:42:00.903520,617
1570,6,False,user_1570,,AMD,ru,4,True,True,False,True,,,122,5,First1570,Middle1570,Last1570,2001-09-28,6,1,PROMO70,0,1,3,2025-06-12 19:42:00.903559,2025-05-11 19:42:00.903560,2024-01-30 19:42:00.903563,423
1571,1,False,user_1571,,USD,en,1,True,True,True,True,,,14,5,First1571,Middle1571,Last1571,1995-04-07,4,1,PROMO71,0,1,2,2025-06-12 19:42:00.903593,2023-12-03 19:42:00.903594,2024-10-26 19:42:00.903597,254
1572,6,False,user_1572,,AMD,hy,1,False,True,True,True,,,59,2,First1572,Middle1572,Last1572,1999-10-20,4,1,PROMO72,1,0,3,2025-06-12 19:42:00.903618,2024-04-25 19:42:00.903619,2024-02-29 19:42:00.903622,22
1573,3,False,user_1573,,EUR,en,5,False,True,False,False,,,187,4,First1573,Middle1573,Last1573,2009-05-10,10,1,PROMO73,1,1,3,2025-06-12 19:42:00.903643,2022-10-03 19:42:00.903644,2024-01-23 19:42:00.903647,349
1574,10,False,user_1574,,AMD,hy,3,False,True,False,False,,,122,5,First1574,Middle1574,Last1574,2007-05-08,3,0,PROMO74,1,0,3,2025-06-12 19:42:00.903677,2024-01-03 19:42:00.903678,2024-06-04 19:42:00.903682,897
1575,5,True,user_1575,,AMD,en,5,False,True,False,True,,,187,1,First1575,Middle1575,Last1575,1992-10-07,8,0,PROMO75,0,1,3,2025-06-12 19:42:00.903709,2025-03-06 19:42:00.903710,2022-12-31 19:42:00.903713,69
1576,10,True,user_1576,,USD,ru,3,False,False,False,False,,,76,0,First1576,Middle1576,Last1576,1999-03-05,1,0,PROMO76,1,1,5,2025-06-12 19:42:00.903742,2022-12-23 19:42:00.903743,2024-09-17 19:42:00.903747,475
1577,4,True,user_1577,,AMD,hy,5,True,False,True,True,,,185,5,First1577,Middle1577,Last1577,2000-11-08,3,0,PROMO77,0,1,3,2025-06-12 19:42:00.903773,2025-06-03 19:42:00.903773,2023-05-20 19:42:00.903777,720
1578,3,True,user_1578,,EUR,en,3,True,False,True,True,,,45,4,First1578,Middle1578,Last1578,1991-09-28,6,0,PROMO78,1,1,5,2025-06-12 19:42:00.903804,2024-07-23 19:42:00.903804,2023-10-25 19:42:00.903808,582
1579,1,True,user_1579,,EUR,ru,5,False,True,True,True,,,78,2,First1579,Middle1579,Last1579,2003-07-27,7,0,PROMO79,0,0,1,2025-06-12 19:42:00.903835,2024-11-16 19:42:00.903836,2023-03-16 19:42:00.903839,310
1580,4,False,user_1580,,AMD,hy,3,False,True,True,True,,,221,5,First1580,Middle1580,Last1580,1997-11-21,8,1,PROMO80,1,0,2,2025-06-12 19:42:00.903872,2024-01-24 19:42:00.903873,2024-10-11 19:42:00.903876,298
1581,3,True,user_1581,,USD,en,1,True,True,True,True,,,114,0,First1581,Middle1581,Last1581,1994-02-20,5,1,PROMO81,0,0,5,2025-06-12 19:42:00.903903,2023-12-22 19:42:00.903903,2022-10-13 19:42:00.903907,617
1582,1,True,user_1582,,AMD,ru,4,False,False,True,True,,,59,4,First1582,Middle1582,Last1582,1994-10-31,10,0,PROMO82,0,0,2,2025-06-12 19:42:00.903942,2024-11-28 19:42:00.903943,2024-07-19 19:42:00.903946,402
1583,9,True,user_1583,,USD,ru,2,True,False,False,False,,,27,2,First1583,Middle1583,Last1583,1993-02-07,8,0,PROMO83,0,0,5,2025-06-12 19:42:00.903973,2022-12-02 19:42:00.903974,2023-11-14 19:42:00.903977,95
1584,10,True,user_1584,,AMD,ru,3,True,False,True,True,,,122,5,First1584,Middle1584,Last1584,1999-03-29,3,0,PROMO84,0,1,3,2025-06-12 19:42:00.904005,2023-10-15 19:42:00.904006,2024-06-01 19:42:00.904009,441
1585,1,False,user_1585,,USD,ru,5,False,False,False,True,,,253,3,First1585,Middle1585,Last1585,2005-07-22,3,1,PROMO85,1,0,2,2025-06-12 19:42:00.904035,2025-03-27 19:42:00.904036,2023-02-18 19:42:00.904039,387
1586,4,True,user_1586,,EUR,en,2,False,True,True,True,,,161,5,First1586,Middle1586,Last1586,2009-09-18,1,0,PROMO86,1,0,1,2025-06-12 19:42:00.904068,2024-04-04 19:42:00.904069,2024-04-30 19:42:00.904073,891
1587,8,True,user_1587,,USD,ru,5,False,False,False,False,,,125,5,First1587,Middle1587,Last1587,1996-02-22,4,0,PROMO87,1,0,1,2025-06-12 19:42:00.904112,2024-01-25 19:42:00.904113,2025-02-22 19:42:00.904116,761
1588,6,True,user_1588,,USD,hy,4,True,False,True,False,,,101,1,First1588,Middle1588,Last1588,1998-03-11,4,1,PROMO88,0,0,4,2025-06-12 19:42:00.904143,2024-07-02 19:42:00.904143,2022-12-15 19:42:00.904147,548
1589,8,False,user_1589,,EUR,hy,5,True,True,True,False,,,171,4,First1589,Middle1589,Last1589,1990-03-27,10,1,PROMO89,0,0,5,2025-06-12 19:42:00.904173,2023-01-23 19:42:00.904174,2022-12-15 19:42:00.904177,333
1590,9,True,user_1590,,AMD,ru,5,False,False,False,False,,,57,1,First1590,Middle1590,Last1590,1995-02-17,10,1,PROMO90,0,0,3,2025-06-12 19:42:00.904203,2023-12-29 19:42:00.904204,2023-01-12 19:42:00.904207,170
1591,4,False,user_1591,,EUR,hy,5,True,False,True,False,,,98,1,First1591,Middle1591,Last1591,2000-10-15,9,0,PROMO91,0,1,2,2025-06-12 19:42:00.904238,2024-04-17 19:42:00.904239,2024-09-24 19:42:00.904243,450
1592,6,False,user_1592,,EUR,ru,3,False,False,False,True,,,201,1,First1592,Middle1592,Last1592,2012-01-12,2,0,PROMO92,0,1,2,2025-06-12 19:42:00.904275,2025-02-24 19:42:00.904275,2024-03-01 19:42:00.904279,341
1593,6,True,user_1593,,AMD,ru,4,False,True,True,False,,,183,4,First1593,Middle1593,Last1593,2003-07-18,1,0,PROMO93,0,1,3,2025-06-12 19:42:00.904305,2023-03-17 19:42:00.904306,2025-03-23 19:42:00.904309,379
1594,8,True,user_1594,,AMD,en,3,True,False,True,True,,,212,4,First1594,Middle1594,Last1594,2007-02-06,2,0,PROMO94,1,1,1,2025-06-12 19:42:00.904335,2023-01-14 19:42:00.904336,2024-11-21 19:42:00.904339,899
1595,7,True,user_1595,,USD,hy,5,True,False,True,False,,,174,2,First1595,Middle1595,Last1595,2002-02-04,7,1,PROMO95,1,0,4,2025-06-12 19:42:00.904369,2024-01-17 19:42:00.904370,2022-09-23 19:42:00.904373,253
1596,7,False,user_1596,,USD,ru,4,True,False,True,True,,,148,5,First1596,Middle1596,Last1596,2002-03-26,6,1,PROMO96,1,1,4,2025-06-12 19:42:00.904400,2023-03-29 19:42:00.904401,2024-04-04 19:42:00.904405,30
1597,1,True,user_1597,,USD,en,1,False,True,True,False,,,76,1,First1597,Middle1597,Last1597,2013-06-12,7,1,PROMO97,1,0,1,2025-06-12 19:42:00.904432,2023-08-15 19:42:00.904432,2023-01-17 19:42:00.904436,745
1598,8,True,user_1598,,EUR,hy,2,False,True,False,False,,,10,4,First1598,Middle1598,Last1598,1998-09-09,5,0,PROMO98,0,1,3,2025-06-12 19:42:00.904469,2025-05-10 19:42:00.904469,2023-12-04 19:42:00.904473,117
1599,2,True,user_1599,,EUR,hy,3,True,True,False,False,,,139,1,First1599,Middle1599,Last1599,2011-04-04,8,0,PROMO99,0,1,2,2025-06-12 19:42:00.904500,2023-03-06 19:42:00.904501,2024-01-31 19:42:00.904504,951
1600,10,False,user_1600,,AMD,hy,5,False,True,False,True,,,181,2,First1600,Middle1600,Last1600,2002-10-15,10,1,PROMO0,1,1,3,2025-06-12 19:42:00.904530,2025-01-22 19:42:00.904531,2023-02-08 19:42:00.904534,87
1601,8,False,user_1601,,EUR,en,4,False,True,True,True,,,57,3,First1601,Middle1601,Last1601,1992-12-31,8,0,PROMO1,1,1,4,2025-06-12 19:42:00.904566,2023-10-28 19:42:00.904566,2023-08-04 19:42:00.904569,802
1602,5,False,user_1602,,AMD,en,2,False,True,False,True,,,116,1,First1602,Middle1602,Last1602,2008-12-15,5,1,PROMO2,0,0,1,2025-06-12 19:42:00.904595,2025-03-12 19:42:00.904595,2024-03-14 19:42:00.904599,14
1603,8,True,user_1603,,USD,hy,5,False,False,False,False,,,38,5,First1603,Middle1603,Last1603,2000-09-27,1,1,PROMO3,1,1,1,2025-06-12 19:42:00.904636,2023-06-28 19:42:00.904637,2022-11-12 19:42:00.904640,874
1604,5,True,user_1604,,AMD,hy,2,False,False,True,True,,,109,3,First1604,Middle1604,Last1604,1997-07-31,9,1,PROMO4,1,1,4,2025-06-12 19:42:00.904668,2023-11-03 19:42:00.904669,2023-11-22 19:42:00.904672,128
1605,4,True,user_1605,,USD,ru,3,False,False,False,False,,,49,0,First1605,Middle1605,Last1605,2005-04-29,9,0,PROMO5,0,1,1,2025-06-12 19:42:00.904699,2023-07-22 19:42:00.904700,2022-12-14 19:42:00.904704,535
1606,10,False,user_1606,,USD,hy,1,False,True,True,False,,,61,0,First1606,Middle1606,Last1606,2003-06-28,7,1,PROMO6,1,1,1,2025-06-12 19:42:00.904732,2022-09-25 19:42:00.904733,2025-02-27 19:42:00.904736,597
1607,9,True,user_1607,,USD,hy,4,False,False,True,False,,,250,1,First1607,Middle1607,Last1607,2013-02-26,9,1,PROMO7,0,0,4,2025-06-12 19:42:00.904765,2023-06-05 19:42:00.904766,2023-07-28 19:42:00.904769,495
1608,5,False,user_1608,,EUR,en,1,False,True,True,False,,,124,1,First1608,Middle1608,Last1608,2004-12-30,2,0,PROMO8,0,0,5,2025-06-12 19:42:00.904801,2022-09-24 19:42:00.904801,2024-12-27 19:42:00.904805,774
1609,3,False,user_1609,,EUR,hy,5,True,False,False,False,,,9,1,First1609,Middle1609,Last1609,2014-04-11,7,1,PROMO9,0,0,5,2025-06-12 19:42:00.904832,2023-08-20 19:42:00.904832,2024-06-08 19:42:00.904836,471
1610,2,False,user_1610,,EUR,ru,5,True,True,True,True,,,96,5,First1610,Middle1610,Last1610,2011-03-11,1,0,PROMO10,1,0,2,2025-06-12 19:42:00.904865,2024-01-30 19:42:00.904866,2023-12-28 19:42:00.904869,796
